INFO Request for StartComputing
INFO Generation 502: 1589.0
INFO Generation 503: 1589.0
INFO Generation 504: 1589.0
INFO Generation 505: 1589.0
INFO Generation 506: 1589.0
INFO Generation 507: 1589.0
INFO Generation 508: 1589.0
INFO Generation 509: 1589.0
INFO Generation 510: 1589.0
INFO Generation 511: 1589.0
INFO Generation 512: 1589.0
INFO Generation 513: 1589.0
INFO Generation 514: 1589.0
INFO Generation 515: 1589.0
INFO Generation 516: 1589.0
INFO Generation 517: 1589.0
INFO Generation 518: 1589.0
INFO Generation 519: 1589.0
INFO Generation 520: 1589.0
INFO Generation 521: 1589.0
INFO Generation 522: 1589.0
INFO Generation 523: 1589.0
INFO Generation 524: 1589.0
INFO Generation 525: 1589.0
INFO Generation 526: 1589.0
INFO Generation 527: 1589.0
INFO Generation 528: 1589.0
INFO Generation 529: 1589.0
INFO Generation 530: 1589.0
INFO Generation 531: 1589.0
INFO Generation 532: 1589.0
INFO Generation 533: 1589.0
INFO Generation 534: 1589.0
INFO Generation 535: 1589.0
INFO Generation 536: 1589.0
INFO Generation 537: 1589.0
INFO Generation 538: 1589.0
INFO Generation 539: 1589.0
INFO Generation 540: 1589.0
INFO Generation 541: 1589.0
INFO Generation 542: 1589.0
INFO Generation 543: 1589.0
INFO Generation 544: 1589.0
INFO Generation 545: 1589.0
INFO Generation 546: 1589.0
INFO Generation 547: 1589.0
INFO Generation 548: 1589.0
INFO Generation 549: 1589.0
INFO Generation 550: 1589.0
INFO Generation 551: 1589.0
INFO Generation 552: 1589.0
INFO Generation 553: 1589.0
INFO Generation 554: 1589.0
INFO Generation 555: 1589.0
INFO Generation 556: 1589.0
INFO Generation 557: 1589.0
INFO Inform with Individual
INFO Generation 558: 1589.0
INFO Generation 559: 852.0
INFO Generation 560: 852.0
INFO Generation 561: 852.0
INFO Generation 562: 852.0
INFO Generation 563: 852.0
INFO Generation 564: 852.0
INFO Generation 565: 852.0
INFO Generation 566: 852.0
INFO Generation 567: 852.0
INFO Generation 568: 852.0
INFO Generation 569: 852.0
INFO Generation 570: 852.0
INFO Inform with Individual
INFO Generation 571: 852.0
INFO Generation 572: 852.0
INFO Generation 573: 852.0
INFO Generation 574: 852.0
INFO Generation 575: 852.0
INFO Generation 576: 852.0
INFO Generation 577: 852.0
INFO Generation 578: 852.0
INFO Generation 579: 852.0
INFO Generation 580: 852.0
INFO Generation 581: 852.0
INFO Generation 582: 852.0
INFO Generation 583: 852.0
INFO Generation 584: 852.0
INFO Generation 585: 852.0
INFO Generation 586: 852.0
INFO Generation 587: 852.0
INFO Generation 588: 852.0
INFO Generation 589: 852.0
INFO Generation 590: 852.0
INFO Generation 591: 852.0
INFO Generation 592: 852.0
INFO Generation 593: 852.0
INFO Generation 594: 852.0
INFO Generation 595: 852.0
INFO Generation 596: 852.0
INFO Generation 597: 852.0
INFO Generation 598: 852.0
INFO Generation 599: 852.0
INFO Generation 600: 852.0
INFO Generation 601: 852.0
INFO Generation 602: 852.0
INFO Generation 603: 852.0
INFO Generation 604: 852.0
INFO Generation 605: 852.0
INFO Generation 606: 852.0
INFO Generation 607: 852.0
INFO Generation 608: 852.0
INFO Generation 609: 852.0
INFO Generation 610: 852.0
INFO Generation 611: 852.0
INFO Generation 612: 852.0
INFO Generation 613: 852.0
INFO Generation 614: 852.0
INFO Generation 615: 852.0
INFO Generation 616: 852.0
INFO Generation 617: 852.0
INFO Generation 618: 852.0
INFO Generation 619: 852.0
INFO Generation 620: 852.0
INFO Generation 621: 852.0
INFO Generation 622: 852.0
INFO Generation 623: 852.0
INFO Generation 624: 852.0
INFO Generation 625: 852.0
INFO Generation 626: 852.0
INFO Generation 627: 852.0
INFO Generation 628: 852.0
INFO Generation 629: 852.0
INFO Generation 630: 852.0
INFO Generation 631: 852.0
INFO Generation 632: 852.0
INFO Generation 633: 852.0
INFO Generation 634: 852.0
INFO Inform with Individual
INFO Generation 635: 852.0
INFO Generation 636: 852.0
INFO Generation 637: 852.0
INFO Generation 638: 852.0
INFO Generation 639: 852.0
INFO Generation 640: 852.0
INFO Generation 641: 852.0
INFO Generation 642: 852.0
INFO Generation 643: 852.0
INFO Generation 644: 852.0
INFO Generation 645: 852.0
INFO Generation 646: 852.0
INFO Generation 647: 852.0
INFO Generation 648: 852.0
INFO Generation 649: 852.0
INFO Generation 650: 852.0
INFO Generation 651: 852.0
INFO Generation 652: 852.0
INFO Generation 653: 852.0
INFO Generation 654: 852.0
INFO Generation 655: 852.0
INFO Generation 656: 852.0
INFO Generation 657: 852.0
INFO Generation 658: 852.0
INFO Generation 659: 852.0
INFO Generation 660: 852.0
INFO Generation 661: 852.0
INFO Generation 662: 852.0
INFO Generation 663: 852.0
INFO Generation 664: 852.0
INFO Generation 665: 852.0
INFO Generation 666: 852.0
INFO Generation 667: 852.0
INFO Generation 668: 852.0
INFO Generation 669: 852.0
INFO Generation 670: 852.0
INFO Generation 671: 852.0
INFO Generation 672: 852.0
INFO Generation 673: 852.0
INFO Generation 674: 852.0
INFO Generation 675: 852.0
INFO Generation 676: 852.0
INFO Generation 677: 852.0
INFO Generation 678: 852.0
INFO Generation 679: 852.0
INFO Generation 680: 852.0
INFO Generation 681: 852.0
INFO Generation 682: 852.0
INFO Generation 683: 852.0
INFO Generation 684: 852.0
INFO Generation 685: 852.0
INFO Generation 686: 852.0
INFO Generation 687: 852.0
INFO Generation 688: 852.0
INFO Generation 689: 852.0
INFO Generation 690: 852.0
INFO Generation 691: 852.0
INFO Generation 692: 852.0
INFO Generation 693: 852.0
INFO Generation 694: 852.0
INFO Generation 695: 852.0
INFO Generation 696: 852.0
INFO Generation 697: 852.0
INFO Generation 698: 852.0
INFO Generation 699: 852.0
INFO Generation 700: 852.0
INFO Generation 701: 852.0
INFO Generation 702: 852.0
INFO Generation 703: 852.0
INFO Generation 704: 852.0
INFO Generation 705: 852.0
INFO Generation 706: 852.0
INFO Generation 707: 852.0
INFO Generation 708: 852.0
INFO Generation 709: 852.0
INFO Generation 710: 852.0
INFO Generation 711: 852.0
INFO Generation 712: 852.0
INFO Generation 713: 852.0
INFO Generation 714: 852.0
INFO Generation 715: 852.0
INFO Generation 716: 852.0
INFO Generation 717: 852.0
INFO Generation 718: 852.0
INFO Generation 719: 852.0
INFO Generation 720: 852.0
INFO Generation 721: 852.0
INFO Generation 722: 852.0
INFO Generation 723: 852.0
INFO Generation 724: 852.0
INFO Generation 725: 852.0
INFO Generation 726: 852.0
INFO Generation 727: 852.0
INFO Generation 728: 852.0
INFO Generation 729: 852.0
INFO Generation 730: 852.0
INFO Generation 731: 852.0
INFO Generation 732: 852.0
INFO Generation 733: 852.0
INFO Generation 734: 852.0
INFO Generation 735: 852.0
INFO Generation 736: 852.0
INFO Generation 737: 852.0
INFO Generation 738: 852.0
INFO Generation 739: 852.0
INFO Generation 740: 852.0
INFO Generation 741: 852.0
INFO Generation 742: 852.0
INFO Generation 743: 852.0
INFO Generation 744: 852.0
INFO Generation 745: 852.0
INFO Generation 746: 852.0
INFO Generation 747: 852.0
INFO Generation 748: 852.0
INFO Generation 749: 852.0
INFO Generation 750: 852.0
INFO Generation 751: 852.0
INFO Generation 752: 852.0
INFO Generation 753: 852.0
INFO Generation 754: 852.0
INFO Generation 755: 852.0
INFO Generation 756: 852.0
INFO Generation 757: 852.0
INFO Generation 758: 852.0
INFO Generation 759: 852.0
INFO Generation 760: 852.0
INFO Generation 761: 852.0
INFO Generation 762: 852.0
INFO Generation 763: 852.0
INFO Generation 764: 852.0
INFO Generation 765: 852.0
INFO Generation 766: 852.0
INFO Generation 767: 852.0
INFO Generation 768: 852.0
INFO Generation 769: 852.0
INFO Generation 770: 852.0
INFO Generation 771: 852.0
INFO Generation 772: 852.0
INFO Generation 773: 852.0
INFO Generation 774: 852.0
INFO Generation 775: 852.0
INFO Generation 776: 852.0
INFO Generation 777: 852.0
INFO Generation 778: 852.0
INFO Generation 779: 852.0
INFO Generation 780: 852.0
INFO Generation 781: 852.0
INFO Generation 782: 852.0
INFO Generation 783: 852.0
INFO Generation 784: 852.0
INFO Generation 785: 852.0
INFO Generation 786: 852.0
INFO Generation 787: 852.0
INFO Generation 788: 852.0
INFO Generation 789: 852.0
INFO Generation 790: 852.0
INFO Generation 791: 852.0
INFO Generation 792: 852.0
INFO Generation 793: 852.0
INFO Generation 794: 852.0
INFO Generation 795: 852.0
INFO Generation 796: 852.0
INFO Generation 797: 852.0
INFO Generation 798: 852.0
INFO Generation 799: 852.0
INFO Generation 800: 852.0
INFO Generation 801: 852.0
INFO Generation 802: 852.0
INFO Generation 803: 852.0
INFO Generation 804: 852.0
INFO Generation 805: 852.0
INFO Generation 806: 852.0
INFO Generation 807: 852.0
INFO Generation 808: 852.0
INFO Generation 809: 852.0
INFO Generation 810: 852.0
INFO Generation 811: 852.0
INFO Generation 812: 852.0
INFO Generation 813: 852.0
INFO Generation 814: 852.0
INFO Generation 815: 852.0
INFO Generation 816: 852.0
INFO Generation 817: 852.0
INFO Generation 818: 852.0
INFO Generation 819: 852.0
